index,cleaned_text,kmeans_k2,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7
1297,"maximum candies you can get from boxes given `n` boxes, each box is given in the format `[status, candies, keys, containedboxes]` where: `status[i]`: an integer which is 1 if `box[i]` is open and 0 if `box[i]` is closed. `candies[i]`: an integer representing the number of candies in `box[i]`. `keys[i]`: an array contains the indices of the boxes you can open with the key in `box[i]`. `containedboxes[i]`: an array contains the indices of the boxes found in `box[i]`. you will start with some boxes given in `initialboxes` array. you can take all the candies in any open box and you can use the keys in it to open new boxes and you also can use the boxes you find in it. return the maximum number of candies you can get following the rules above. example 1: input: status = [1,0,1,0], candies = [7,5,4,100], keys = [[],[],[1],[]], containedboxes = [[1,2],[3],[],[]], initialboxes = [0] output: 16 explanation: you will be initially given box 0. you will find 7 candies in it and boxes 1 and 2. box 1 is closed and you don't have a key for it so you will open box 2. you will find 4 candies and a key to box 1 in box 2. in box 1, you will find 5 candies and box 3 but you will not find a key to box 3 so box 3 will remain closed. total number of candies collected = 7 + 4 + 5 = 16 candy. example 2: input: status = [1,0,0,0,0,0], candies = [1,1,1,1,1,1], keys = [[1,2,3,4,5],[],[],[],[],[]], containedboxes = [[1,2,3,4,5],[],[],[],[],[]], initialboxes = [0] output: 6 explanation: you have initially box 0. opening it you can find boxes 1,2,3,4 and 5 and their keys. the total number of candies will be 6. example 3: input: status = [1,1,1], candies = [100,1,100], keys = [[],[0,2],[]], containedboxes = [[],[],[]], initialboxes = [1] output: 1 example 4: input: status = [1], candies = [100], keys = [[]], containedboxes = [[]], initialboxes = [] output: 0 example 5: input: status = [1,1,1], candies = [2,3,2], keys = [[],[],[]], containedboxes = [[],[],[]], initialboxes = [2,1,0] output: 7 constraints: `1 <= status.length <= 1000` `status.length == candies.length == keys.length == containedboxes.length == n` `status[i]` is `0` or `1`. `1 <= candies[i] <= 1000` `0 <= keys[i].length <= status.length` `0 <= keys[i][j] < status.length` all values in `keys[i]` are unique. `0 <= containedboxes[i].length <= status.length` `0 <= containedboxes[i][j] < status.length` all values in `containedboxes[i]` are unique. each box is contained in one box at most. `0 <= initialboxes.length <= status.length` `0 <= initialboxes[i] < status.length` topics: breadth-first search",1,1,3,1,4,5
1298,"replace elements with greatest element on right side given an array `arr`, replace every element in that array with the greatest element among the elements to its right, and replace the last element with `-1`. after doing so, return the array. example 1: input: arr = [17,18,5,4,6,1] output: [18,6,6,6,1,-1] explanation: - index 0 --> the greatest element to the right of index 0 is index 1 (18). - index 1 --> the greatest element to the right of index 1 is index 4 (6). - index 2 --> the greatest element to the right of index 2 is index 4 (6). - index 3 --> the greatest element to the right of index 3 is index 4 (6). - index 4 --> the greatest element to the right of index 4 is index 5 (1). - index 5 --> there are no elements to the right of index 5, so we put -1. example 2: input: arr = [400] output: [-1] explanation: there are no elements to the right of index 0. constraints: `1 <= arr.length <= 104` `1 <= arr[i] <= 105` topics: array",1,1,3,4,3,3
1299,"sum of mutated array closest to target given an integer array `arr` and a target value `target`, return the integer `value` such that when we change all the integers larger than `value` in the given array to be equal to `value`, the sum of the array gets as close as possible (in absolute difference) to `target`. in case of a tie, return the minimum such integer. notice that the answer is not neccesarilly a number from `arr`. example 1: input: arr = [4,9,3], target = 10 output: 3 explanation: when using 3 arr converts to [3, 3, 3] which sums 9 and that's the optimal answer. example 2: input: arr = [2,3,5], target = 10 output: 5 example 3: input: arr = [60864,25176,27249,21296,20204], target = 56803 output: 11361 constraints: `1 <= arr.length <= 10^4` `1 <= arr[i], target <= 10^5` topics: array,binary search",1,1,3,4,3,3
1300,"number of paths with max score you are given a square `board` of characters. you can move on the board starting at the bottom right square marked with the character `'s'`. you need to reach the top left square marked with the character `'e'`. the rest of the squares are labeled either with a numeric character `1, 2, ..., 9` or with an obstacle `'x'`. in one move you can go up, left or up-left (diagonally) only if there is no obstacle there. return a list of two integers: the first integer is the maximum sum of numeric characters you can collect, and the second is the number of such paths that you can take to get that maximum sum, taken modulo `10^9 + 7`. in case there is no path, return `[0, 0]`. example 1: input: board = [""e23"",""2x2"",""12s""] output: [7,1] example 2: input: board = [""e12"",""1x1"",""21s""] output: [4,2] example 3: input: board = [""e11"",""xxx"",""11s""] output: [0,0] constraints: `2 <= board.length == board[i].length <= 100` topics: dynamic programming",1,1,3,1,4,6
1301,"deepest leaves sum given the `root` of a binary tree, return the sum of values of its deepest leaves. example 1: input: root = [1,2,3,4,5,null,6,7,null,null,null,null,8] output: 15 example 2: input: root = [6,7,8,2,7,1,3,9,null,1,4,null,null,null,5] output: 19 constraints: the number of nodes in the tree is in the range `[1, 104]`. `1 <= node.val <= 100` topics: tree,depth-first search",1,1,1,3,1,0
1302,find the team size sql schema topics: nan,0,0,2,0,2,1
1303,"find n unique integers sum up to zero given an integer `n`, return any array containing `n` unique integers such that they add up to `0`. example 1: input: n = 5 output: [-7,-1,1,3,4] explanation: these arrays also are accepted [-5,-1,1,2,3] , [-3,-1,2,-2,4]. example 2: input: n = 3 output: [-1,0,1] example 3: input: n = 1 output: [0] constraints: `1 <= n <= 1000` topics: array",1,1,3,4,3,3
1304,"all elements in two binary search trees given two binary search trees `root1` and `root2`. return a list containing all the integers from both trees sorted in ascending order. example 1: input: root1 = [2,1,4], root2 = [1,0,3] output: [0,1,1,2,3,4] example 2: input: root1 = [0,-10,10], root2 = [5,1,7,0,2] output: [-10,0,0,1,2,5,7,10] example 3: input: root1 = [], root2 = [5,1,7,0,2] output: [0,1,2,5,7] example 4: input: root1 = [0,-10,10], root2 = [] output: [-10,0,10] example 5: input: root1 = [1,null,8], root2 = [8,1] output: [1,1,8,8] constraints: each tree has at most `5000` nodes. each node's value is between `[-10^5, 10^5]`. topics: sort,tree",1,1,1,3,1,0
1305,"jump game iii given an array of non-negative integers `arr`, you are initially positioned at `start` index of the array. when you are at index `i`, you can jump to `i + arr[i]` or `i - arr[i]`, check if you can reach to any index with value 0. notice that you can not jump outside of the array at any time. example 1: input: arr = [4,2,3,0,3,1,2], start = 5 output: true explanation: all possible ways to reach at index 3 with value 0 are: index 5 -> index 4 -> index 1 -> index 3 index 5 -> index 6 -> index 4 -> index 1 -> index 3 example 2: input: arr = [4,2,3,0,3,1,2], start = 0 output: true explanation: one possible way to reach at index 3 with value 0 is: index 0 -> index 4 -> index 1 -> index 3 example 3: input: arr = [3,0,2,1,2], start = 2 output: false explanation: there is no way to reach at index 1 with value 0. constraints: `1 <= arr.length <= 5 * 104` `0 <= arr[i] < arr.length` `0 <= start < arr.length` topics: depth-first search,breadth-first search,recursion",1,1,3,1,4,3
1306,"verbal arithmetic puzzle given an equation, represented by `words` on left side and the `result` on right side. you need to check if the equation is solvable under the following rules: each character is decoded as one digit (0 - 9). every pair of different characters they must map to different digits. each `words[i]` and `result` are decoded as one number without leading zeros. sum of numbers on left side (`words`) will equal to the number on right side (`result`). return `true` if the equation is solvable otherwise return `false`. example 1: input: words = [""send"",""more""], result = ""money"" output: true explanation: map 's'-> 9, 'e'->5, 'n'->6, 'd'->7, 'm'->1, 'o'->0, 'r'->8, 'y'->'2' such that: ""send"" + ""more"" = ""money"" , 9567 + 1085 = 10652 example 2: input: words = [""six"",""seven"",""seven""], result = ""twenty"" output: true explanation: map 's'-> 6, 'i'->5, 'x'->0, 'e'->8, 'v'->7, 'n'->2, 't'->1, 'w'->'3', 'y'->4 such that: ""six"" + ""seven"" + ""seven"" = ""twenty"" , 650 + 68782 + 68782 = 138214 example 3: input: words = [""this"",""is"",""too""], result = ""funny"" output: true example 4: input: words = [""leet"",""code""], result = ""point"" output: false constraints: `2 <= words.length <= 5` `1 <= words[i].length, result.length <= 7` `words[i], result` contain only uppercase english letters. the number of different characters used in the expression is at most `10`. topics: math,backtracking",1,2,0,2,5,2
1307,running total for different genders sql schema topics: nan,0,0,2,0,2,1
1308,"decrypt string from alphabet to integer mapping given a string `s` formed by digits (`'0'` - `'9'`) and `'#'` . we want to map `s` to english lowercase characters as follows: characters (`'a'` to `'i')` are represented by (`'1'` to `'9'`) respectively. characters (`'j'` to `'z')` are represented by (`'10#'` to `'26#'`) respectively. return the string formed after mapping. it's guaranteed that a unique mapping will always exist. example 1: input: s = ""10#11#12"" output: ""jkab"" explanation: ""j"" -> ""10#"" , ""k"" -> ""11#"" , ""a"" -> ""1"" , ""b"" -> ""2"". example 2: input: s = ""1326#"" output: ""acz"" example 3: input: s = ""25#"" output: ""y"" example 4: input: s = ""12345678910#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#"" output: ""abcdefghijklmnopqrstuvwxyz"" constraints: `1 <= s.length <= 1000` `s[i]` only contains digits letters (`'0'`-`'9'`) and `'#'` letter. `s` will be valid string such that mapping is always possible. topics: string",1,2,0,2,0,4
1309,"xor queries of a subarray given the array `arr` of positive integers and the array `queries` where `queries[i] = [li, ri]`, for each query `i` compute the xor of elements from `li` to `ri` (that is, `arr[li] xor arr[li+1] xor ... xor arr[ri]` ). return an array containing the result for the given `queries`. example 1: input: arr = [1,3,4,8], queries = [[0,1],[1,2],[0,3],[3,3]] output: [2,7,14,8] explanation: the binary representation of the elements in the array are: 1 = 0001 3 = 0011 4 = 0100 8 = 1000 the xor values for queries are: [0,1] = 1 xor 3 = 2 [1,2] = 3 xor 4 = 7 [0,3] = 1 xor 3 xor 4 xor 8 = 14 [3,3] = 8 example 2: input: arr = [4,8,2,10], queries = [[2,3],[1,3],[0,0],[0,3]] output: [8,0,4,4] constraints: `1 <= arr.length <= 3 * 10^4` `1 <= arr[i] <= 10^9` `1 <= queries.length <= 3 * 10^4` `queries[i].length == 2` `0 <= queries[i][0] <= queries[i][1] < arr.length` topics: bit manipulation",1,1,3,4,3,3
1310,"get watched videos by your friends there are `n` people, each person has a unique id between `0` and `n-1`. given the arrays `watchedvideos` and `friends`, where `watchedvideos[i]` and `friends[i]` contain the list of watched videos and the list of friends respectively for the person with `id = i`. level 1 of videos are all watched videos by your friends, level 2 of videos are all watched videos by the friends of your friends and so on. in general, the level `k` of videos are all watched videos by people with the shortest path exactly equal to `k` with you. given your `id` and the `level` of videos, return the list of videos ordered by their frequencies (increasing). for videos with the same frequency order them alphabetically from least to greatest. example 1: input: watchedvideos = [[""a"",""b""],[""c""],[""b"",""c""],[""d""]], friends = [[1,2],[0,3],[0,3],[1,2]], id = 0, level = 1 output: [""b"",""c""] explanation: you have id = 0 (green color in the figure) and your friends are (yellow color in the figure): person with id = 1 -> watchedvideos = [""c""] person with id = 2 -> watchedvideos = [""b"",""c""] the frequencies of watchedvideos by your friends are: b -> 1 c -> 2 example 2: input: watchedvideos = [[""a"",""b""],[""c""],[""b"",""c""],[""d""]], friends = [[1,2],[0,3],[0,3],[1,2]], id = 0, level = 2 output: [""d""] explanation: you have id = 0 (green color in the figure) and the only friend of your friends is the person with id = 3 (yellow color in the figure). constraints: `n == watchedvideos.length == friends.length` `2 <= n <= 100` `1 <= watchedvideos[i].length <= 100` `1 <= watchedvideos[i][j].length <= 8` `0 <= friends[i].length < n` `0 <= friends[i][j] < n` `0 <= id < n` `1 <= level < n` if `friends[i]` contains `j`, then `friends[j]` contains `i` topics: hash table,string,breadth-first search",1,1,3,1,4,5
